STREET_NAME,DATE,TIME,TOTAL_SPACES,OCCUPIED_SPACES
Folsom Street,2023-10-05,10:30:00,46,41
Folsom Street,2023-10-05,10:45:00,46,44
Folsom Street,2023-10-05,11:00:00,46,30
Folsom Street,2023-10-05,11:15:00,46,26
Folsom Street,2023-10-05,11:30:00,46,30
Folsom Street,2023-10-05,11:45:00,46,26
Folsom Street,2023-10-05,12:00:00,46,24
Folsom Street,2023-10-05,12:15:00,46,32
Folsom Street,2023-10-05,12:30:00,46,31
Folsom Street,2023-10-05,12:45:00,46,32
Folsom Street,2023-10-05,13:00:00,46,27
Folsom Street,2023-10-05,13:15:00,46,25
Folsom Street,2023-10-05,13:30:00,46,27
Folsom Street,2023-10-05,13:45:00,46,30
Folsom Street,2023-10-05,14:00:00,46,32
Folsom Street,2023-10-05,14:15:00,46,28
Folsom Street,2023-10-05,14:30:00,46,32
Folsom Street,2023-10-05,14:45:00,46,32
Folsom Street,2023-10-05,15:00:00,46,31
Folsom Street,2023-10-05,15:15:00,46,26
Folsom Street,2023-10-05,15:30:00,46,27
Folsom Street,2023-10-05,15:45:00,46,29
Folsom Street,2023-10-05,16:00:00,46,42
Folsom Street,2023-10-05,16:15:00,46,35
Folsom Street,2023-10-05,16:30:00,46,34
Folsom Street,2023-10-05,16:45:00,46,39
Folsom Street,2023-10-05,17:00:00,46,42
Folsom Street,2023-10-05,17:15:00,46,40
Folsom Street,2023-10-05,17:30:00,46,35
Folsom Street,2023-10-05,17:45:00,46,38
Folsom Street,2023-10-05,18:00:00,46,39
Folsom Street,2023-10-05,18:15:00,46,38
Folsom Street,2023-10-05,18:30:00,46,35
Folsom Street,2023-10-05,18:45:00,46,45
Folsom Street,2023-10-05,19:00:00,46,15
Folsom Street,2023-10-05,19:15:00,46,8
Folsom Street,2023-10-05,19:30:00,46,7
Folsom Street,2023-10-05,19:45:00,46,8
Folsom Street,2023-10-05,20:00:00,46,10
Folsom Street,2023-10-05,20:15:00,46,5
Folsom Street,2023-10-05,20:30:00,46,5
Folsom Street,2023-10-05,20:45:00,46,8
Folsom Street,2023-10-05,21:00:00,46,12
Folsom Street,2023-10-05,21:15:00,46,15
Folsom Street,2023-10-05,21:30:00,46,4
Folsom Street,2023-10-05,21:45:00,46,10
Folsom Street,2023-10-05,22:00:00,46,13
Folsom Street,2023-10-05,22:15:00,46,14
Folsom Street,2023-10-05,22:30:00,46,9
Folsom Street,2023-10-05,22:45:00,46,9
Folsom Street,2023-10-05,23:00:00,46,10
Folsom Street,2023-10-05,23:15:00,46,7
Folsom Street,2023-10-05,23:30:00,46,13
Folsom Street,2023-10-05,23:45:00,46,11
Folsom Street,2023-10-06,00:00:00,46,11
Folsom Street,2023-10-06,00:15:00,46,7
Folsom Street,2023-10-06,00:30:00,46,11
Folsom Street,2023-10-06,00:45:00,46,8
Folsom Street,2023-10-06,01:00:00,46,8
Folsom Street,2023-10-06,01:15:00,46,7
Folsom Street,2023-10-06,01:30:00,46,14
Folsom Street,2023-10-06,01:45:00,46,6
Folsom Street,2023-10-06,02:00:00,46,15
Folsom Street,2023-10-06,02:15:00,46,12
Folsom Street,2023-10-06,02:30:00,46,9
Folsom Street,2023-10-06,02:45:00,46,7
Folsom Street,2023-10-06,03:00:00,46,9
Folsom Street,2023-10-06,03:15:00,46,13
Folsom Street,2023-10-06,03:30:00,46,12
Folsom Street,2023-10-06,03:45:00,46,12
Folsom Street,2023-10-06,04:00:00,46,8
Folsom Street,2023-10-06,04:15:00,46,7
Folsom Street,2023-10-06,04:30:00,46,11
Folsom Street,2023-10-06,04:45:00,46,12
Folsom Street,2023-10-06,05:00:00,46,7
Folsom Street,2023-10-06,05:15:00,46,13
Folsom Street,2023-10-06,05:30:00,46,15
Folsom Street,2023-10-06,05:45:00,46,12
Folsom Street,2023-10-06,06:00:00,46,14
Folsom Street,2023-10-06,06:15:00,46,12
Folsom Street,2023-10-06,06:30:00,46,12
Folsom Street,2023-10-06,06:45:00,46,7
Folsom Street,2023-10-06,07:00:00,46,14
Folsom Street,2023-10-06,07:15:00,46,13
Folsom Street,2023-10-06,07:30:00,46,11
Folsom Street,2023-10-06,07:45:00,46,4
Folsom Street,2023-10-06,08:00:00,46,37
Folsom Street,2023-10-06,08:15:00,46,41
Folsom Street,2023-10-06,08:30:00,46,41
Folsom Street,2023-10-06,08:45:00,46,37
Folsom Street,2023-10-06,09:00:00,46,35
Folsom Street,2023-10-06,09:15:00,46,42
Folsom Street,2023-10-06,09:30:00,46,38
Folsom Street,2023-10-06,09:45:00,46,45
Folsom Street,2023-10-06,10:00:00,46,45
Folsom Street,2023-10-06,10:15:00,46,37
Folsom Street,2023-10-06,10:30:00,46,36
Folsom Street,2023-10-06,10:45:00,46,35
Folsom Street,2023-10-06,11:00:00,46,23
Folsom Street,2023-10-06,11:15:00,46,29
Folsom Street,2023-10-06,11:30:00,46,27
Folsom Street,2023-10-06,11:45:00,46,24
Folsom Street,2023-10-06,12:00:00,46,24
Folsom Street,2023-10-06,12:15:00,46,24
Folsom Street,2023-10-06,12:30:00,46,24
Folsom Street,2023-10-06,12:45:00,46,27
Folsom Street,2023-10-06,13:00:00,46,25
Folsom Street,2023-10-06,13:15:00,46,26
Folsom Street,2023-10-06,13:30:00,46,24
Folsom Street,2023-10-06,13:45:00,46,26
Folsom Street,2023-10-06,14:00:00,46,25
Folsom Street,2023-10-06,14:15:00,46,26
Folsom Street,2023-10-06,14:30:00,46,28
Folsom Street,2023-10-06,14:45:00,46,29
Folsom Street,2023-10-06,15:00:00,46,23
Folsom Street,2023-10-06,15:15:00,46,23
Folsom Street,2023-10-06,15:30:00,46,34
Folsom Street,2023-10-06,15:45:00,46,24
Folsom Street,2023-10-06,16:00:00,46,44
Folsom Street,2023-10-06,16:15:00,46,44
Folsom Street,2023-10-06,16:30:00,46,45
Folsom Street,2023-10-06,16:45:00,46,45
Folsom Street,2023-10-06,17:00:00,46,37
Folsom Street,2023-10-06,17:15:00,46,36
Folsom Street,2023-10-06,17:30:00,46,42
Folsom Street,2023-10-06,17:45:00,46,39
Folsom Street,2023-10-06,18:00:00,46,44
Folsom Street,2023-10-06,18:15:00,46,35
Folsom Street,2023-10-06,18:30:00,46,39
Folsom Street,2023-10-06,18:45:00,46,45
Folsom Street,2023-10-06,19:00:00,46,9
Folsom Street,2023-10-06,19:15:00,46,14
Folsom Street,2023-10-06,19:30:00,46,5
Folsom Street,2023-10-06,19:45:00,46,14
Folsom Street,2023-10-06,20:00:00,46,7
Folsom Street,2023-10-06,20:15:00,46,10
Folsom Street,2023-10-06,20:30:00,46,13
Folsom Street,2023-10-06,20:45:00,46,13
Folsom Street,2023-10-06,21:00:00,46,11
Folsom Street,2023-10-06,21:15:00,46,12
Folsom Street,2023-10-06,21:30:00,46,15
Folsom Street,2023-10-06,21:45:00,46,9
Folsom Street,2023-10-06,22:00:00,46,6
Folsom Street,2023-10-06,22:15:00,46,10
Folsom Street,2023-10-06,22:30:00,46,13
Folsom Street,2023-10-06,22:45:00,46,12
Folsom Street,2023-10-06,23:00:00,46,4
Folsom Street,2023-10-06,23:15:00,46,11
Folsom Street,2023-10-06,23:30:00,46,6
Folsom Street,2023-10-06,23:45:00,46,6
Folsom Street,2023-10-07,00:00:00,46,14
Folsom Street,2023-10-07,00:15:00,46,8
Folsom Street,2023-10-07,00:30:00,46,10
Folsom Street,2023-10-07,00:45:00,46,10
Folsom Street,2023-10-07,01:00:00,46,14
Folsom Street,2023-10-07,01:15:00,46,7
Folsom Street,2023-10-07,01:30:00,46,12
Folsom Street,2023-10-07,01:45:00,46,7
Folsom Street,2023-10-07,02:00:00,46,13
Folsom Street,2023-10-07,02:15:00,46,7
Folsom Street,2023-10-07,02:30:00,46,10
Folsom Street,2023-10-07,02:45:00,46,8
Folsom Street,2023-10-07,03:00:00,46,14
Folsom Street,2023-10-07,03:15:00,46,12
Folsom Street,2023-10-07,03:30:00,46,14
Folsom Street,2023-10-07,03:45:00,46,14
Folsom Street,2023-10-07,04:00:00,46,15
Folsom Street,2023-10-07,04:15:00,46,8
Folsom Street,2023-10-07,04:30:00,46,11
Folsom Street,2023-10-07,04:45:00,46,11
Folsom Street,2023-10-07,05:00:00,46,16
Folsom Street,2023-10-07,05:15:00,46,5
Folsom Street,2023-10-07,05:30:00,46,4
Folsom Street,2023-10-07,05:45:00,46,15
Folsom Street,2023-10-07,06:00:00,46,15
Folsom Street,2023-10-07,06:15:00,46,12
Folsom Street,2023-10-07,06:30:00,46,14
Folsom Street,2023-10-07,06:45:00,46,14
Folsom Street,2023-10-07,07:00:00,46,13
Folsom Street,2023-10-07,07:15:00,46,6
Folsom Street,2023-10-07,07:30:00,46,6
Folsom Street,2023-10-07,07:45:00,46,10
Folsom Street,2023-10-07,08:00:00,46,38
Folsom Street,2023-10-07,08:15:00,46,44
Folsom Street,2023-10-07,08:30:00,46,44
Folsom Street,2023-10-07,08:45:00,46,43
Folsom Street,2023-10-07,09:00:00,46,44
Folsom Street,2023-10-07,09:15:00,46,40
Folsom Street,2023-10-07,09:30:00,46,45
Folsom Street,2023-10-07,09:45:00,46,39
Folsom Street,2023-10-07,10:00:00,46,37
Folsom Street,2023-10-07,10:15:00,46,37
Folsom Street,2023-10-07,10:30:00,46,45
Folsom Street,2023-10-07,10:45:00,46,41
Folsom Street,2023-10-07,11:00:00,46,27
Folsom Street,2023-10-07,11:15:00,46,34
Folsom Street,2023-10-07,11:30:00,46,28
Folsom Street,2023-10-07,11:45:00,46,23
Folsom Street,2023-10-07,12:00:00,46,31
Folsom Street,2023-10-07,12:15:00,46,32
Folsom Street,2023-10-07,12:30:00,46,24
Folsom Street,2023-10-07,12:45:00,46,33
Folsom Street,2023-10-07,13:00:00,46,31
Folsom Street,2023-10-07,13:15:00,46,33
Folsom Street,2023-10-07,13:30:00,46,23
Folsom Street,2023-10-07,13:45:00,46,34
Folsom Street,2023-10-07,14:00:00,46,29
Folsom Street,2023-10-07,14:15:00,46,26
Folsom Street,2023-10-07,14:30:00,46,23
Folsom Street,2023-10-07,14:45:00,46,23
Folsom Street,2023-10-07,15:00:00,46,29
Folsom Street,2023-10-07,15:15:00,46,25
Folsom Street,2023-10-07,15:30:00,46,24
Folsom Street,2023-10-07,15:45:00,46,28
Folsom Street,2023-10-07,16:00:00,46,44
Folsom Street,2023-10-07,16:15:00,46,39
Folsom Street,2023-10-07,16:30:00,46,35
Folsom Street,2023-10-07,16:45:00,46,44
Folsom Street,2023-10-07,17:00:00,46,43
Folsom Street,2023-10-07,17:15:00,46,35
Folsom Street,2023-10-07,17:30:00,46,44
Folsom Street,2023-10-07,17:45:00,46,36
Folsom Street,2023-10-07,18:00:00,46,35
Folsom Street,2023-10-07,18:15:00,46,43
Folsom Street,2023-10-07,18:30:00,46,42
Folsom Street,2023-10-07,18:45:00,46,40
Folsom Street,2023-10-07,19:00:00,46,9
Folsom Street,2023-10-07,19:15:00,46,9
Folsom Street,2023-10-07,19:30:00,46,7
Folsom Street,2023-10-07,19:45:00,46,9
Folsom Street,2023-10-07,20:00:00,46,4
Folsom Street,2023-10-07,20:15:00,46,10
Folsom Street,2023-10-07,20:30:00,46,7
Folsom Street,2023-10-07,20:45:00,46,14
Folsom Street,2023-10-07,21:00:00,46,14
Folsom Street,2023-10-07,21:15:00,46,10
Folsom Street,2023-10-07,21:30:00,46,6
Folsom Street,2023-10-07,21:45:00,46,5
Folsom Street,2023-10-07,22:00:00,46,7
Folsom Street,2023-10-07,22:15:00,46,4
Folsom Street,2023-10-07,22:30:00,46,7
Folsom Street,2023-10-07,22:45:00,46,15
Folsom Street,2023-10-07,23:00:00,46,11
Folsom Street,2023-10-07,23:15:00,46,8
Folsom Street,2023-10-07,23:30:00,46,12
Folsom Street,2023-10-07,23:45:00,46,5
